Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/atlanta_ip_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 2.820 5 166 1.753 5 237 2.031 30 4.591 0.241 0.644 0.375 0.196 29 29 4782.310 66752 2 1.786 1 80 69 54.009 177.759 3562.524
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/atm20_100_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.331 2 50 0.006 2 4 0.275 15 0.344 0.838 0.950 0.882 0.025 20 20 1560.650 1793 1401 0.303 0 0 46 2463113.334 0.054 97.722
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/atm_icic_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 3.081 5 127 0.255 4 44 2.523 19 3.355 0.822 0.948 0.867 0.028 20 20 10441.500 12726 3418 2.267 0 27 81 2343761365.8 0.000 147.058
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/atm_miplib2010_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.328 2 51 0.017 1 14 0.271 15 0.351 0.838 0.950 0.882 0.025 20 20 1559.950 1793 1401 0.332 0 12 51 2463113.334 0.021 94.106
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/att532MTZ_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 39.961 5 112 1082.738 5 10 33.846 31 1214.185 0.059 0.883 0.067 0.540 114465 114465 3.872 112504 2 533.756 2 4 102 26625.000 62.336 988.454
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/B2C1S1_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.376 5 102 0.191 5 232 0.324 50 0.572 0.392 0.705 0.556 0.118 9 9 756.778 2656 70 0.484 3 185 88 8805.950 287.431 3598.409
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bab3_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 20.485 5 77 15.807 5 248 16.600 12 36.486 0.737 0.965 0.764 0.054 44 44 45087.727 181254 6744 34.819 4 222 77 -5473967.776 1.340781E156 3500.246
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bab5_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 0.689 5 43 0.584 5 240 0.605 23 1.287 0.589 0.941 0.626 0.094 30 30 1396.500 5427 680 0.792 2 120 28 -107282.108 3.684 1610.217
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bank_bad_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 12.723 2 62 0.181 2 5 10.943 26 12.969 0.981 0.996 0.984 0.003 320 320 2111.300 3776 482 12.379 0 0 59 9.000 0.000 31.287
optmilp_20180405_decomp_community1_v940m5b_community_stats1_auto4_bench/bank_good_decomp_community1_log.txt:FS: 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 -1 0 12.742 2 62 0.181 2 5 10.964 26 12.990 0.981 0.996 0.984 0.003 320 320 2111.300 3776 482 12.396 0 0 59 31.000 0.000 35.887
