Instance,ATime,AGood,AGoodD,AGoodBR,AGoodBC,ABorderC,ABorderR,ABlocksTry,ABlocks,AAveNZs,AMaxNZs,AMinNZs,AisDBDF,KMaxTime,KTimeRemove,KNRemove,KNRemoveInner,KTimeMerge,KNMerge,KNMergeInner,KTimeComm,KNComm,KTimeOverall,KGood,KGoodD,KGoodB,Kborder,KNBlocks,KNBlocksNonT,KAveNZs,KMaxNZs,KMinNZs,KTimeToBest,KIterOuterBest,KNMergeInnerBest,KNRemoveInnerBest,RootBound,RootGap,TimeRootNode,result_status,solution_status,objective,best_bound,relative_gap,nodes,presolve_time,solution_time
atlanta_ip,0.86,0.51,0.675,0.999,0.757,0.014,0,4,4,41895.75,81685,26302,1,0,2.902,5,171,1.664,5,230,2.103,32,4.589,0.238,0.691,0.345,0.213,7,7,19449.429,57823,2,1.671,1,64,66,59.401,152.544,3560.934,LIMIT,TIME_LIM_SOL,150.0138,59.4010,152.5441%,1,22.41,3591.52
atm20_100,0.131,0.838,0.95,0.882,1,0,0.025,2,20,1560.65,1793,1401,0,0,0.033,2,1,0.001,1,1,0.032,2,0.041,0.838,0.95,0.882,0.025,20,20,1560.65,1793,1401,0.005,0,0,0,2463113.334,0.021,103.999,SOLVED,OPTIMAL_RGAP,"2,463,561.0129","2,463,548.8801",0.0005%,3,4.11,217.29
atm_icic,0.783,0.822,0.948,0.867,1,0,0.028,4,20,10441.5,12726,3418,0,0,1.092,5,47,0.095,4,16,0.889,8,1.208,0.822,0.948,0.867,0.028,20,20,10441.5,12726,3418,0.011,0,0,0,2343761365.8,0,176.47,SOLVED,OPTIMAL,"2,343,761,365.8000","2,343,761,365.8000",0.0000%,1,2.95,187.43
atm_miplib2010,0.132,0.838,0.95,0.882,1,0,0.025,2,20,1559.95,1793,1401,0,0,0.034,2,1,0.001,1,1,0.032,2,0.041,0.838,0.95,0.882,0.025,20,20,1559.95,1793,1401,0.005,0,0,0,2463113.334,0.021,93.898,SOLVED,OPTIMAL_RGAP,"2,463,561.0129","2,463,548.8801",0.0005%,3,4.10,194.03
att532MTZ,0.819,0.726,0.857,0.988,0.858,0.008,0.003,7,538,2094.39,161184,2,1,0,3.376,5,9,1134.236,5,12,2.923,8,1320.283,0.075,0.801,0.094,0.473,100009,100009,5.298,192212,2,1320.246,5,11,9,26625,62.336,779.914,LIMIT,TIME_LIM_SOL,"43,222.0000","26,625.0000",62.3362%,1,3.89,2191.33
bab3,0.759,0,0,0,0,0,0,-1,0,0,0,0,-1,0,20.429,5,77,15.614,5,248,16.556,12,36.235,0.737,0.965,0.764,0.054,44,44,45087.727,181254,6744,34.585,4,222,77,-5473967.776,1.340781E156,3499.156,LIMIT,TIME_LIM_NOSOL,,"-5,473,967.7760",,1,9.55,3554.00
bab5,0.429,0.548,0.94,0.675,0.863,0.007,0.078,15,50,942.92,5046,4,1,0,0.427,5,24,0.623,5,254,0.373,15,1.068,0.611,0.953,0.641,0.089,35,35,1248.314,4001,32,0.151,0,32,4,-107272.023,0.962,793.667,LIMIT,TIME_LIM_SOL,"-106,240.4241","-107,272.0228",0.9617%,48,5.82,3598.19
bank_bad,0.324,0.981,0.996,0.984,1,0,0.003,2,320,2111.3,3776,482,0,0,6.137,3,29,0.28,2,8,5.288,14,6.498,0.981,0.996,0.984,0.003,320,320,2111.3,3776,482,0.041,0,0,0,9,0,31.684,SOLVED,OPTIMAL,9.0000,9.0000,0.0000%,1,1.81,41.15
bank_good,0.324,0.981,0.996,0.984,1,0,0.003,3,320,2111.3,3776,482,0,0,6.08,3,29,0.278,2,8,5.233,14,6.439,0.981,0.996,0.984,0.003,320,320,2111.3,3776,482,0.042,0,0,0,31,0,36.32,SOLVED,OPTIMAL,31.0000,31.0000,0.0000%,1,1.79,45.63
batho_improved,1.259,0.648,0.819,0.792,0.999,0,0.047,4,7,29588.429,55669,3569,1,0,8.306,5,283,1.702,5,201,6.455,63,10.038,0.667,0.83,0.804,0.044,21,21,9931.381,53045,11,1.607,0,39,63,1478.25,1.340781E156,382.564,LIMIT,TIME_LIM_NOSOL,,"1,478.2500",,36,3.00,3587.07
batho_orig,1.273,0.552,0.784,0.708,0.995,0,0.069,4,11,19141.364,61747,6,1,0,9.958,5,302,2.116,5,221,7.819,72,12.106,0.552,0.784,0.705,0.07,11,11,19138.273,61713,6,0.016,0,0,0,1478.25,1.340781E156,929.741,LIMIT,TIME_LIM_NOSOL,,"1,478.2500",,12,2.19,3583.00
bc,0.398,0.003,0.37,0.997,0.008,0.245,0.001,2,2,113276,171091,55461,1,0,4.592,3,325,0.527,2,173,3.856,226,5.309,0.128,0.994,0.129,0.41,162,162,15.13,36,15,5.301,1,173,322,4.289,63.206,94.897,LIMIT,TIME_LIM_SOL,7.0000,4.3151,62.2194%,2318,1.70,3592.31
bc1,0.376,0.001,0.384,1,0.003,0.294,0,2,2,112716.5,167111,58322,1,0,3.166,3,375,0.254,3,102,2.363,278,3.537,0.057,0.988,0.058,0.571,85,85,15.247,36,15,2.126,0,1,232,2.189,54.447,72.564,LIMIT,TIME_LIM_SOL,3.3663,2.5289,33.1122%,3066,1.69,3593.84
bdry0_79,0.145,0.415,0.751,0.937,0.59,0.026,0.013,4,25,1480.76,9275,4,1,0,1.21,5,101,0.52,5,287,1.074,40,1.743,0.655,0.872,0.752,0.057,8,8,4365.125,5418,2989,0.702,1,112,39,21.751,1.340781E156,686.801,LIMIT,TIME_LIM_NOSOL,,21.7511,,3,7.21,3597.67
bdry1_79,0.145,0.415,0.751,0.937,0.59,0.026,0.013,4,25,1480.76,9275,4,1,0,1.207,5,101,0.516,5,287,1.072,40,1.733,0.655,0.872,0.752,0.057,8,8,4365.125,5418,2989,0.696,1,112,39,24.628,1.340781E156,698.357,LIMIT,TIME_LIM_NOSOL,,24.6284,,3,7.20,3597.94
beasleyc3,0.026,0.746,0.947,0.788,1,0,0.048,12,77,38.26,312,2,0,0,0.076,5,65,0.039,5,127,0.059,32,0.121,0.775,0.954,0.812,0.042,51,51,58.392,232,2,0.045,1,36,22,535.337,61.58,6.84,LIMIT,TIME_LIM_SOL,808.0000,560.9525,44.0407%,30408,0.04,3599.82
bell3a,0.005,0.221,0.51,0.855,0.506,0.034,0.031,2,3,64.333,98,2,1,0,0.006,5,15,0.004,5,30,0.004,16,0.014,0.328,0.524,0.626,0.094,5,5,35.6,114,2,0.005,0,7,3,873792.059,0.531,0.844,SOLVED,OPTIMAL_RGAP,"878,430.3160","878,342.6340",0.0100%,24047,0.01,3162.45
bell5,0.004,0.551,0.675,0.815,1,0,0.041,2,4,37.5,50,2,0,0,0.003,2,7,0.003,2,17,0.002,7,0.009,0.566,0.694,0.815,0.041,5,5,29.4,58,2,0.008,1,15,7,8963912.104,0.028,0.496,SOLVED,OPTIMAL_RGAP,"8,966,406.4915","8,965,510.2915",0.0100%,337,0.01,8.06
berlin52MTZ,0.077,0.322,0.49,0.898,0.733,0.016,0.022,2,44,255,6624,2,1,0,0.188,4,37,1.618,4,1075,0.166,27,1.811,0.069,0.256,0.269,0.262,522,522,14.517,6536,2,0.578,1,279,19,7163,13.332,350.787,LIMIT,TIME_LIM_SOL,"8,118.0000","7,167.0000",13.2692%,6,0.18,3598.03
berlin_5_8_0,0.03,0.391,0.5,1,0.783,0.012,0,2,2,2048,2094,2002,1,0,0.074,5,46,0.056,5,99,0.058,33,0.134,0.201,0.487,0.412,0.177,2,2,1735,2012,1458,0.004,0,0,0,56.1,14.082,363.384,LIMIT,TIME_LIM_SOL,64.0000,62.0000,3.2258%,45,0.04,3599.79
bg512142,0.024,0.361,0.499,0.967,0.747,0.015,0.007,2,2,1699,1764,1634,1,0,0.114,5,79,0.04,5,129,0.092,40,0.164,0.544,0.668,0.814,0.041,4,4,810,1178,29,0.04,0,31,13,168962.591,26.169,3599.509,LIMIT,TIME_LIM_SOL,"213,178.0000","168,962.5908",26.1688%,1,0.04,3599.80
bglng,0.09,0.901,0.99,0.91,1,0,0.019,6,100,365,365,365,0,0,0.035,2,1,0.001,1,1,0.034,2,0.042,0.901,0.99,0.91,0.019,100,100,365,365,365,0.005,0,0,0,-95.427,0.032,5.026,LIMIT,TIME_LIM_SOL,-95.3974,-95.4268,0.0308%,28169,0.30,3599.57
bglngship1,0.28,0,0,0,0,0,0,-1,0,0,0,0,-1,0,9.122,5,104,0.802,5,42,7.46,32,9.98,0.599,0.938,0.639,0.09,22,22,17528.227,66433,14318,8.533,0,22,99,5864892158.7,4.73,3576.286,LIMIT,TIME_LIM_SOL,"5,587,484,713.4000","5,864,892,158.7000",4.7300%,1,2.07,3589.01
bglngship2,0.22,0,0,0,0,0,0,-1,0,0,0,0,-1,0,15.791,4,196,2.384,4,161,13.265,71,18.22,0.801,0.963,0.831,0.037,29,29,10661.448,12311,3003,7.765,0,37,105,4906453187,3.23,111.134,LIMIT,TIME_LIM_SOL,"4,903,376,565.9000","4,905,545,165.5000",0.0442%,149,1.69,3583.62
bglngship3,0.302,0,0,0,0,0,0,-1,0,0,0,0,-1,0,9.811,3,103,0.946,2,47,8.055,31,10.804,0.609,0.945,0.644,0.088,24,24,17484.792,64359,14642,10.33,1,35,103,5879242180.4,5.808,3574.288,LIMIT,TIME_LIM_SOL,"5,537,768,282.1000","5,879,242,180.4000",5.8081%,1,2.18,3588.05
biella1,0.268,0.236,0.498,0.5,0.947,0.003,0.139,2,2,10677.5,11387,9968,1,0,1.28,5,249,0.273,5,168,0.971,115,1.565,0.211,0.493,0.428,0.17,2,2,10151,11359,8943,0.011,0,0,0,2581409.878,24.572,3594.637,LIMIT,TIME_LIM_SOL,"3,215,701.0500","2,581,409.8775",24.5715%,1,0.63,3597.62
bienst1,0.015,0.331,0.744,0.556,0.8,0.011,0.117,4,4,339,425,286,1,0,0.014,3,17,0.008,2,38,0.011,15,0.03,0.298,0.944,0.315,0.231,49,49,17.306,176,14,0.024,1,20,15,29.422,69.944,7.455,LIMIT,TIME_LIM_SOL,49.4000,40.5000,21.9753%,501,0.03,3600.11
bienst2,0.019,0.331,0.744,0.556,0.8,0.011,0.117,4,4,339,425,286,1,0,0.014,3,17,0.008,2,38,0.011,15,0.03,0.298,0.944,0.315,0.231,49,49,17.306,176,14,0.023,1,20,15,31.091,84.942,8.079,LIMIT,TIME_LIM_SOL,57.5000,40.5000,41.9753%,583,0.02,3599.97
bier127MTZ,0.365,0.493,0.736,0.957,0.7,0.018,0.009,4,4,17136,24024,14280,1,0,2.952,5,123,98.924,5,3287,2.591,61,101.995,0.123,0.658,0.187,0.336,3889,3889,10.369,19880,2,6.577,1,52,37,112276,30.86,3393.309,LIMIT,TIME_LIM_SOL,"146,924.0000","112,276.0000",30.8597%,1,0.70,3496.85
bills_snowflake,0.039,0.475,0.946,0.533,0.942,0.003,0.126,16,22,97.773,168,19,1,0,0.034,3,18,0.017,3,43,0.027,19,0.055,0.514,0.929,0.553,0.118,18,18,136,270,19,0.011,0,11,2,14.85,1.340781E156,3.186,SOLVED,OPTIMAL,34.0000,34.0000,0.0000%,55,1.66,40.79
binkar10_1,0.018,0.812,0.863,0.94,1,0,0.012,4,10,293.6,563,18,0,0,0.023,1,19,0.005,1,18,0.018,10,0.03,0.812,0.863,0.94,0.012,10,10,293.6,563,18,0.002,0,0,0,6637.188,1.853,2.35,LIMIT,TIME_LIM_SOL,"6,746.7600","6,679.9067",1.0008%,79267,0.07,3599.93
blend2,0.006,0.713,0.986,0.723,1,0,0.065,4,74,4.838,5,2,0,0,0.001,2,1,0.001,1,4,0.001,2,0.005,0.713,0.986,0.723,0.065,74,74,4.838,5,2,0.003,0,0,0,7.044,7.879,0.315,SOLVED,OPTIMAL,7.5990,7.5990,0.0000%,264,0.04,3.42
bley_xl1,0.011,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0.81,3,134,0.031,3,21,0.658,51,0.848,0.415,0.425,0.978,0.004,2,2,13088.5,18174,8003,0.364,1,10,60,187.58,6.621,42.743,SOLVED,OPTIMAL,190.0000,190.0000,0.0000%,2,14.38,103.53
blp_ar98,0.214,0.584,0.951,0.614,1,0,0.098,15,539,41.998,3630,3,0,0,5.159,5,317,0.293,5,120,4.407,241,5.461,0.621,0.924,0.672,0.079,347,347,78.752,3702,3,3.603,3,86,213,6116.19,11.042,19.211,LIMIT,TIME_LIM_SOL,"6,371.0051","6,146.6476",3.6501%,11431,2.20,3593.24
blp_ic97,0.015,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0.785,2,69,0.042,1,28,0.676,69,0.833,0.579,0.923,0.627,0.093,459,459,24.007,2207,2,0.732,0,2,67,3904.846,5.696,21.467,LIMIT,TIME_LIM_SOL,"4,100.3749","3,937.6739",4.1319%,9946,0.92,3598.35
