Instance,ATime,AGood,AGoodD,AGoodBR,AGoodBC,ABorderC,ABorderR,ABlocksTry,ABlocks,AAveNZs,AMaxNZs,AMinNZs,AisDBDF,KMaxTime,KTimeRemove,KNRemove,KNRemoveInner,KTimeMerge,KNMerge,KNMergeInner,KTimeComm,KNComm,KTimeOverall,KGood,KGoodD,KGoodB,Kborder,KNBlocks,KNBlocksNonT,KAveNZs,KMaxNZs,KMinNZs,KTimeToBest,KIterOuterBest,KNMergeInnerBest,KNRemoveInnerBest,RootBound,RootGap,TimeRootNode,result_status,solution_status,objective,best_bound,relative_gap,nodes,presolve_time,solution_time
atm_miplib2010,0.157,0.856,0.949,0.902,1,0,0.021,3,20,2073.5,2377,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463113.334,0.17,131.076,SOLVED,OPTIMAL_RGAP,"2,463,621.5773","2,463,548.8801",0.0030%,5,4.09,367.77
att532MTZ,0.823,0.72,0.857,0.988,0.851,0.008,0.003,7,540,2089.441,161549,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26625,62.336,3418.257,LIMIT,TIME_LIM_SOL,"43,221.9998","26,625.0000",62.3361%,1,3.89,3601.17
bab3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIMIT,TIME_LIM_NOSOL,,"-666,217.5985",,2879,9.55,3598.53
bab5,0.445,0.5,0.909,0.587,0.938,0.003,0.107,10,44,1093.136,6295,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107031.84,49.724,3180.565,LIMIT,TIME_LIM_SOL,"-53,811.5514","-107,031.8397",49.7238%,4,5.86,3601.20
bank_bad,0.321,0.981,0.996,0.984,1,0,0.003,3,320,2111.3,3776,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,31.041,SOLVED,OPTIMAL,9.0000,9.0000,0.0000%,1,1.82,130.33
bank_good,0.319,0.981,0.996,0.984,1,0,0.003,7,320,2111.3,3776,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,30.804,SOLVED,OPTIMAL,31.0000,31.0000,0.0000%,1,1.83,70.85
batho_improved,1.272,0.636,0.82,0.776,1,0,0.051,4,19,10939.316,46950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478.25,0,5.634,SOLVED,OPTIMAL,"1,478.2500","1,478.2500",0.0000%,1,2.98,22.98
batho_orig,1.275,0.588,0.805,0.731,1,0,0.063,6,42,4984.238,58376,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478.25,0,3.609,SOLVED,OPTIMAL,"1,478.2500","1,478.2500",0.0000%,1,2.20,17.65
bc,0.454,0.003,0.165,0.919,0.017,0.205,0.017,2,4,57053,207518,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,51.59,3554.634,LIMIT,TIME_LIM_SOL,7.0000,4.6177,51.5897%,1,1.71,3599.94
bc1,0.395,0.002,0.271,0.898,0.009,0.233,0.022,2,2,110286,184980,35592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484,37.62,3590.79,LIMIT,TIME_LIM_SOL,3.4187,2.4842,37.6197%,1,1.70,3603.54
bdry0_79,0.145,0.415,0.751,0.937,0.59,0.026,0.013,4,25,1480.76,9275,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.751,2.385,3493.797,LIMIT,TIME_LIM_SOL,22.2698,21.7511,2.3847%,1,7.20,3599.84
bdry1_79,0.146,0.415,0.751,0.937,0.59,0.026,0.013,4,25,1480.76,9275,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.628,2.14,3484.69,LIMIT,TIME_LIM_SOL,25.1554,24.6284,2.1398%,1,7.22,3599.85
beasleyc3,0.046,0.293,0.502,0.819,0.712,0.017,0.04,2,14,462.643,3412,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.228,13.965,3592.124,LIMIT,TIME_LIM_SOL,855.0000,750.2285,13.9653%,1,0.04,3599.92
bell3a,0.003,0.519,0.741,0.7,1,0,0.071,2,5,22,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873790.113,0.556,0.076,SOLVED,OPTIMAL_RGAP,"878,430.3160","878,346.8206",0.0095%,10619,0.01,78.01
bell5,0.004,0.378,0.48,0.788,1,0,0.048,2,3,48.667,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8963151.119,0.401,0.059,SOLVED,OPTIMAL_RGAP,"8,966,406.4915","8,965,510.3252",0.0100%,271,0.02,5.59
berlin52MTZ,0.079,0.325,0.486,0.899,0.744,0.015,0.021,2,42,276.69,6945,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7167,13.269,713.937,LIMIT,TIME_LIM_SOL,"8,118.0000","7,167.0000",13.2692%,7,0.19,3599.86
berlin_5_8_0,0.034,0.383,0.499,1,0.767,0.013,0,2,2,2285,2381,2189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,961.848,SOLVED,OPTIMAL,62.0000,62.0000,0.0000%,1,0.04,953.35
bg512142,0.031,0.339,0.498,0.986,0.69,0.019,0.003,2,2,2212.5,2338,2087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160014.439,35.684,3597.94,LIMIT,TIME_LIM_SOL,"217,113.7500","159,980.8533",35.7123%,1,0.05,3599.95
bglng,0.102,0.911,0.99,0.921,1,0,0.017,8,99,453.869,942,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.434,0.045,3.361,LIMIT,TIME_LIM_SOL,-95.3974,-95.4269,0.0309%,29247,0.30,3599.93
bglngship1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL_RGAP,"5,859,770,512.6000","5,860,355,795.9000",0.0100%,3340,4.73,1911.85
bglngship2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL_RGAP,"4,904,330,915.6000","4,904,820,880.6000",0.0100%,1089,4.52,583.74
bglngship3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL_RGAP,"5,875,033,908.2000","5,875,618,296.6000",0.0099%,3891,5.41,2473.18
biella1,0.278,0.24,0.499,0.502,0.958,0.002,0.138,2,2,11348.5,11805,10892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060629.514,6.972,3587.876,LIMIT,TIME_LIM_SOL,"3,274,005.8200","3,060,629.5145",6.9716%,1,0.64,3599.64
bienst1,0.019,0.19,0.752,0.492,0.513,0.033,0.142,4,6,236.167,413,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.978,41.746,8.543,LIMIT,TIME_LIM_SOL,52.8000,40.5000,30.3704%,891,0.03,3599.96
bienst2,0.019,0.176,0.474,0.53,0.7,0.018,0.127,2,7,218.143,981,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.157,49.947,123.895,LIMIT,TIME_LIM_SOL,58.7143,40.5000,44.9735%,96,0.03,3599.92
bier127MTZ,0.36,0.489,0.739,0.957,0.691,0.018,0.009,4,4,17159.25,23189,14412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112276,30.86,3595.971,LIMIT,TIME_LIM_SOL,"146,924.0000","112,276.0000",30.8597%,1,0.70,3599.68
bills_snowflake,0.048,0.311,0.927,0.359,0.932,0.004,0.205,13,20,100.65,310,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.546,201.951,5.286,SOLVED,OPTIMAL,34.0000,34.0000,0.0000%,107,1.65,69.83
binkar10_1,0.02,0.708,0.863,0.82,1,0,0.04,2,10,293.6,563,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6696.219,0.83,5.546,LIMIT,TIME_LIM_SOL,"6,749.5100","6,720.3655",0.4337%,55931,0.07,3599.94
blend2,0.006,0.678,0.986,0.687,1,0,0.075,7,74,4.973,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.044,9.805,0.381,SOLVED,OPTIMAL,7.5990,7.5990,0.0000%,208,0.04,3.43
