Instance,ATime,AGood,AGoodD,AGoodBR,AGoodBC,ABorderC,ABorderR,ABlocksTry,ABlocks,AAveNZs,AMaxNZs,AMinNZs,AisDBDF,KMaxTime,KTimeRemove,KNRemove,KNRemoveInner,KTimeMerge,KNMerge,KNMergeInner,KTimeComm,KNComm,KTimeOverall,KGood,KGoodD,KGoodB,Kborder,KNBlocks,KNBlocksNonT,KAveNZs,KMaxNZs,KMinNZs,KTimeToBest,KIterOuterBest,KNMergeInnerBest,KNRemoveInnerBest,RootBound,RootGap,TimeRootNode,result_status,solution_status,objective,best_bound,relative_gap,nodes,presolve_time,solution_time
cls_T90_C2_F1000_S1,0.003,0,0.435,0.299,0,0.441,0.241,4,36,62.639,1649,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53952.544,0.985,20.405,LIMIT,TIME_LIM_SOL,"54,456.0000","53,977.7445",0.8860%,136,0.09,3599.98
cls_T90_C3_F100_S2,0.004,0,0.642,0.848,0,0.794,0.033,4,4,1758.25,3498,541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135035.959,1.003,1326.216,LIMIT,TIME_LIM_SOL,"136,390.0000","135,151.0219",0.9167%,6,0.06,3599.98
co_100,0.247,0.138,0.726,0.206,0.926,0.004,0.316,4,13,12477.615,60053,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602570.799,284.675,2108.722,,,,,,,,
cod105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL,-12.0000,-12.0000,0.0000%,7,0.12,35.51
cod105r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL,-11.0000,-11.0000,0.0000%,11,0.11,15.23
cod83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL,-20.0000,-20.0000,0.0000%,187,0.01,1.52
cod83r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL,-19.0000,-19.0000,0.0000%,391,0.01,2.21
cod93,0.005,0,0.596,0.059,0.001,0.326,0.566,4,4,555,1280,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51.2,37.5,3597.368,LIMIT,TIME_LIM_SOL,-32.0000,-51.2000,37.5000%,1,0.02,3599.97
cod93r,0.005,0,0.722,0.162,0,0.592,0.364,4,4,692.5,922,390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47,31.915,457.423,LIMIT,TIME_LIM_SOL,-32.0000,-47.0000,31.9149%,8,0.01,3599.98
color_QueensTour_7_8,0.024,0.94,0.982,0.957,1,0,0.009,4,56,1347.571,1408,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37.5,101.603,SOLVED,OPTIMAL,8.0000,8.0000,0.0000%,111,0.27,457.92
