Instance,ATime,AGood,AGoodD,AGoodBR,AGoodBC,ABorderC,ABorderR,ABlocksTry,ABlocks,AAveNZs,AMaxNZs,AMinNZs,AisDBDF,KMaxTime,KTimeRemove,KNRemove,KNRemoveInner,KTimeMerge,KNMerge,KNMergeInner,KTimeComm,KNComm,KTimeOverall,KGood,KGoodD,KGoodB,Kborder,KNBlocks,KNBlocksNonT,KAveNZs,KMaxNZs,KMinNZs,KTimeToBest,KIterOuterBest,KNMergeInnerBest,KNRemoveInnerBest,RootBound,RootGap,TimeRootNode,result_status,solution_status,objective,best_bound,relative_gap,nodes,presolve_time,solution_time
air05,0.011,0,0,0,0,0,0,-1,0,0,0,0,-1,0,3.347,5,691,0.218,5,185,2.589,554,3.57,0.025,0.892,0.028,0.716,16,16,121.875,298,3,3.096,3,120,587,25955.536,2.098,15.111,SOLVED,OPTIMAL,"26,374.0000","26,374.0000",0.0000%,199,2.10,207.78
airland4_R3,0.031,0.025,0.493,1,0.05,0.15,0,2,2,2619.5,2934,2305,1,0,0.06,5,60,0.05,5,53,0.043,34,0.115,0.063,0.591,0.107,0.447,3,3,913.333,1434,369,0.113,4,51,60,0,1.3E14,4.854,SOLVED,OPTIMAL_RGAP,130.0000,130.0000,0.0000%,1692,0.05,1012.78
airland8_R2,0.135,0.181,0.494,0.999,0.366,0.05,0,2,2,14323.5,15865,12782,1,0,0.179,5,54,6.841,5,259,0.127,29,7.028,0.044,0.351,0.125,0.416,2,2,8156.5,12608,3705,4.113,2,152,30,34.375,2998.182,3583.923,LIMIT,TIME_LIM_SOL,"1,065.0000",34.3750,2998.1820%,1,0.63,3592.72
aligninq,0.092,0.08,0.424,0.202,0.937,0.003,0.32,3,3,454.333,970,36,1,0,0.266,5,114,0.073,5,95,0.203,105,0.349,0.121,0.665,0.182,0.341,3,3,453,483,408,0.065,1,29,26,2675.477,1.402,50.743,LIMIT,TIME_LIM_SOL,"2,713.0000","2,693.2986",0.7315%,136,0.39,3599.56
amgen_divided,2.547,0.154,0.522,0.98,0.301,0.06,0.004,2,12,30243.167,183366,585,1,0,15.605,2,497,4.042,2,170,10.284,42,19.76,0.366,0.555,0.66,0.083,23,23,13440.913,182177,2,19.06,1,123,497,16876919.729,23.109,3183.925,LIMIT,TIME_LIM_SOL,"12,976,840.3930","16,876,919.7290",23.1090%,1,12.39,3577.47
app1_2,0.136,0.857,0.921,0.999,0.932,0.004,0,13,13,11423.231,13376,5031,1,0,0.798,3,27,1.308,2,192,0.671,6,2.132,0.259,0.649,0.4,0.183,156,156,732.538,67640,42,1.327,1,109,16,-41.986,1.340781E156,2825.326,LIMIT,TIME_LIM_NOSOL,,-41.9864,,2,6.41,3597.88
arki001,0.037,0.719,0.899,0.799,1,0,0.045,4,15,855.133,3136,589,0,0,0.005,1,2,0,1,0,0.004,1,0.013,0.741,0.946,0.783,0.049,19,19,671.895,850,509,0.012,0,0,1,7580049.071,0.123,11.367,SOLVED,OPTIMAL_RGAP,"7,581,051.4373","7,580,705.7106",0.0046%,444,0.16,174.55
ash608gpia_3col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,INFEASIBLE,,0.0000,,0,0.02,0.02
asml2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL_RGAP,"1,100,611.0000","1,100,502.0000",0.0099%,6183,6.78,25.08
assign1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL,1.6902,1.6902,0.0000%,1,7.25,9.72
atlanta_ip,0.877,0.51,0.618,0.998,0.826,0.01,0,3,3,56353.333,83009,30137,1,0,2.651,5,168,1.71,5,232,1.882,30,4.388,0.248,0.54,0.459,0.156,4,4,36778.75,92395,3990,3.484,3,176,140,82.018,35.348,3485.966,LIMIT,TIME_LIM_SOL,111.0101,82.0182,35.3481%,1,22.47,3594.54
atm20_100,0.157,0.857,0.95,0.902,1,0,0.021,4,20,2063.85,2341,1662,0,0,0.039,2,1,0.002,1,1,0.037,2,0.047,0.857,0.95,0.902,0.021,20,20,2063.85,2341,1662,0.004,0,0,0,2463113.334,0.021,151.911,SOLVED,OPTIMAL_RGAP,"2,463,621.5773","2,463,548.8801",0.0030%,5,4.11,395.70
atm_icic,0.888,0.838,0.947,0.884,1,0,0.025,4,20,11998.55,15504,3708,0,0,0.35,2,34,0.047,1,7,0.183,3,0.422,0.838,0.947,0.884,0.025,20,20,11998.55,15504,3708,0.018,0,0,0,2343761365.8,0,216.372,SOLVED,OPTIMAL,"2,343,761,365.7000","2,343,761,365.7000",0.0000%,1,2.95,383.01
atm_miplib2010,0.157,0.856,0.949,0.902,1,0,0.021,3,20,2073.5,2377,1633,0,0,0.038,2,1,0.002,1,1,0.036,2,0.05,0.856,0.949,0.902,0.021,20,20,2073.5,2377,1633,0.009,0,0,0,2463113.334,0.17,130.9,SOLVED,OPTIMAL_RGAP,"2,463,621.5773","2,463,548.8801",0.0030%,5,4.11,368.75
att532MTZ,0.827,0.72,0.857,0.988,0.851,0.008,0.003,7,540,2089.441,161549,2,1,0,2.168,5,6,1257.715,5,10,1.929,6,1361.966,0.048,0.84,0.057,0.572,121157,121157,3.333,161549,2,0.091,0,0,0,26625,62.336,694.093,LIMIT,TIME_LIM_SOL,"43,221.9998","26,625.0000",62.3361%,1,3.91,2234.25
bab3,0.78,0,0,0,0,0,0,-1,0,0,0,0,-1,0,18.793,5,138,34.568,5,475,12.021,11,53.554,0.487,0.947,0.514,0.133,35,35,53402.571,241371,210,51.66,4,447,138,-666307.634,1.340781E156,2727.138,LIMIT,TIME_LIM_NOSOL,,"-666,307.6340",,1,9.56,3544.74
bab5,0.442,0.5,0.909,0.587,0.938,0.003,0.107,10,44,1093.136,6295,22,1,0,2.711,5,223,0.829,5,291,2.26,61,3.557,0.533,0.932,0.572,0.112,35,35,1314.429,5681,22,0.252,0,31,11,-107104.719,42.936,3547.493,LIMIT,TIME_LIM_SOL,"-61,118.2509","-107,104.7193",42.9360%,1,5.83,3595.95
bank_bad,0.325,0.981,0.996,0.984,1,0,0.003,2,320,2111.3,3776,482,0,0,6.166,3,29,0.279,2,8,5.32,14,6.533,0.981,0.996,0.984,0.003,320,320,2111.3,3776,482,0.048,0,0,0,9,0,29.83,SOLVED,OPTIMAL,9.0000,9.0000,0.0000%,1,1.80,134.70
bank_good,0.321,0.981,0.996,0.984,1,0,0.003,2,320,2111.3,3776,482,0,0,6.1,3,29,0.283,2,8,5.256,14,6.468,0.981,0.996,0.984,0.003,320,320,2111.3,3776,482,0.045,0,0,0,31,0,35.161,SOLVED,OPTIMAL,31.0000,31.0000,0.0000%,1,1.82,82.86
batho_improved,1.277,0.636,0.82,0.776,1,0,0.051,4,19,10939.316,46950,3,0,0,9.46,5,295,1.632,5,182,7.419,71,11.121,0.636,0.82,0.776,0.051,19,19,10939.316,46950,3,0.014,0,0,0,1478.25,0,5.613,SOLVED,OPTIMAL,"1,478.2500","1,478.2500",0.0000%,1,2.98,33.95
batho_orig,1.271,0.588,0.805,0.731,1,0,0.063,6,42,4984.238,58376,6,0,0,11.049,5,316,2.345,5,234,8.661,78,13.424,0.591,0.836,0.707,0.069,56,56,3702.518,50563,3,0.16,0,0,6,1478.25,0,5.514,SOLVED,OPTIMAL,"1,478.2500","1,478.2500",0.0000%,1,2.20,32.84
bc,0.454,0.003,0.165,0.919,0.017,0.205,0.017,2,4,57053,207518,4,1,0,12.541,5,833,1.754,5,635,10.51,541,14.438,0.118,0.994,0.119,0.426,162,162,15.13,36,15,0.719,0,1,79,4.618,51.59,128.84,LIMIT,TIME_LIM_SOL,7.0000,4.9382,41.7525%,2106,1.72,3585.27
bc1,0.394,0.002,0.271,0.898,0.009,0.233,0.022,2,2,110286,184980,35592,1,0,1.573,3,252,0.389,2,167,1.171,211,2.104,0.055,0.988,0.056,0.577,84,84,15,15,15,0.163,0,1,6,2.484,35.453,65.122,ERROR,FAIL_SOL,3.3384,2.8331,17.8355%,5243,1.69,2599.31
bdry0_79,0.145,0.415,0.751,0.937,0.59,0.026,0.013,4,25,1480.76,9275,4,1,0,1.213,5,101,0.525,5,287,1.075,40,1.757,0.655,0.872,0.752,0.057,8,8,4365.125,5418,2989,0.715,1,112,39,21.751,2.385,2713.579,LIMIT,TIME_LIM_SOL,22.2698,21.7511,2.3847%,2,7.20,3598.13
bdry1_79,0.145,0.415,0.751,0.937,0.59,0.026,0.013,4,25,1480.76,9275,4,1,0,1.208,5,101,0.521,5,287,1.072,40,1.744,0.655,0.872,0.752,0.057,8,8,4365.125,5418,2989,0.701,1,112,39,24.628,2.14,3356.85,LIMIT,TIME_LIM_SOL,25.1554,24.6284,2.1398%,2,7.20,3598.48
beasleyc3,0.057,0.293,0.502,0.819,0.712,0.017,0.04,2,14,462.643,3412,2,1,0,0.459,5,180,0.125,5,200,0.379,72,0.59,0.44,0.885,0.497,0.14,33,33,159.273,786,2,0.449,3,147,144,748.129,12.948,69.7,LIMIT,TIME_LIM_SOL,810.0000,750.0788,7.9887%,371,0.04,3599.39
bell3a,0.003,0.519,0.741,0.7,1,0,0.071,2,5,22,38,2,0,0,0.001,1,3,0,1,3,0.001,3,0.004,0.519,0.741,0.7,0.071,5,5,22,38,2,0.003,0,0,0,873790.113,0.556,0.072,SOLVED,OPTIMAL_RGAP,"878,430.3160","878,346.8206",0.0095%,10619,0.01,77.91
bell5,0.004,0.378,0.48,0.788,1,0,0.048,2,3,48.667,91,2,0,0,0.004,3,10,0.001,2,8,0.002,12,0.008,0.378,0.48,0.788,0.048,3,3,48.667,91,2,0.002,0,0,0,8963151.119,0.401,0.058,SOLVED,OPTIMAL_RGAP,"8,966,406.4915","8,965,510.3252",0.0100%,271,0.01,5.59
berlin52MTZ,0.079,0.325,0.486,0.899,0.744,0.015,0.021,2,42,276.69,6945,2,1,0,0.715,5,136,1.016,5,629,0.627,76,1.738,0.113,0.581,0.194,0.328,631,631,10.951,4244,2,0.14,0,10,11,7167,13.269,718.421,LIMIT,TIME_LIM_SOL,"8,118.0000","7,167.0000",13.2692%,7,0.19,3598.10
berlin_5_8_0,0.03,0.383,0.499,1,0.767,0.013,0,2,2,2285,2381,2189,1,0,0.106,5,54,0.063,5,103,0.084,36,0.173,0.2,0.481,0.415,0.176,2,2,1922,2297,1547,0.004,0,0,0,62,0,952.036,SOLVED,OPTIMAL,62.0000,62.0000,0.0000%,1,0.04,948.46
bg512142,0.028,0.339,0.498,0.986,0.69,0.019,0.003,2,2,2212.5,2338,2087,1,0,0.162,5,105,0.056,5,142,0.128,47,0.226,0.475,0.657,0.723,0.065,3,3,1339.667,1538,1014,0.138,2,82,61,162417.951,36.506,3165.202,LIMIT,TIME_LIM_SOL,"221,711.0000","162,417.9508",36.5065%,2,0.04,3599.67
bglng,0.101,0.911,0.99,0.921,1,0,0.017,14,99,453.869,942,411,0,0,0.028,2,1,0.001,1,1,0.026,2,0.035,0.911,0.99,0.921,0.017,99,99,453.869,942,411,0.005,0,0,0,-95.434,0.063,3.263,LIMIT,TIME_LIM_SOL,-95.3974,-95.4269,0.0309%,32832,0.31,3599.82
bglngship1,0.276,0,0,0,0,0,0,-1,0,0,0,0,-1,0,9.095,5,104,0.801,5,42,7.434,32,9.958,0.599,0.938,0.639,0.09,22,22,17528.227,66433,14318,8.51,0,22,99,5862310879.1,0.564,3496.024,LIMIT,TIME_LIM_SOL,"5,829,225,167.9000","5,862,310,879.1000",0.5644%,1,2.06,3589.10
bglngship2,0.213,0,0,0,0,0,0,-1,0,0,0,0,-1,0,15.679,4,196,2.395,4,161,13.145,71,18.121,0.801,0.963,0.831,0.037,29,29,10661.448,12311,3003,7.714,0,37,105,4906412106.6,0.143,227.084,LIMIT,TIME_LIM_SOL,"4,903,114,665.9000","4,905,327,410.7000",0.0451%,153,1.69,3583.76
bglngship3,0.301,0,0,0,0,0,0,-1,0,0,0,0,-1,0,9.81,3,103,0.952,2,47,8.055,31,10.812,0.609,0.945,0.644,0.088,24,24,17484.792,64359,14642,10.337,1,35,103,5877435302.7,0.474,3450.149,LIMIT,TIME_LIM_SOL,"5,849,549,447.0000","5,877,435,302.7000",0.4745%,1,2.17,3588.44
biella1,0.279,0.24,0.499,0.502,0.958,0.002,0.138,2,2,11348.5,11805,10892,1,0,1.987,5,331,0.258,5,149,1.54,145,2.253,0.221,0.497,0.444,0.162,2,2,10972.5,11777,10168,0.007,0,0,0,3060629.514,6.972,3583.358,LIMIT,TIME_LIM_SOL,"3,274,005.8200","3,060,629.5145",6.9716%,1,0.64,3597.39
bienst1,0.018,0.19,0.752,0.492,0.513,0.033,0.142,4,6,236.167,413,6,1,0,0.016,3,16,0.006,2,28,0.012,14,0.027,0.259,0.853,0.304,0.238,31,31,30.871,311,14,0.017,1,17,9,37.279,25.407,4.291,LIMIT,TIME_LIM_SOL,46.7500,46.2400,1.1029%,5675,0.03,3599.99
bienst2,0.023,0.176,0.474,0.53,0.7,0.018,0.127,2,7,218.143,981,4,1,0,0.04,3,39,0.012,3,50,0.031,32,0.056,0.259,0.828,0.313,0.233,31,31,32.935,377,14,0.022,0,3,16,37.089,57.999,4.998,LIMIT,TIME_LIM_SOL,58.6000,41.3333,41.7742%,2773,0.02,3599.93
bier127MTZ,0.364,0.489,0.739,0.957,0.691,0.018,0.009,4,4,17159.25,23189,14412,1,0,7.89,5,391,190.712,5,6984,6.731,129,198.708,0.122,0.627,0.195,0.327,3626,3626,11.488,22455,2,98.732,2,3121,226,112276,30.86,3198.529,LIMIT,TIME_LIM_SOL,"146,924.0000","112,276.0000",30.8597%,1,0.72,3401.02
bills_snowflake,0.048,0.311,0.927,0.359,0.932,0.004,0.205,13,20,100.65,310,10,1,0,0.165,5,66,0.04,5,78,0.134,64,0.214,0.328,0.912,0.359,0.205,16,16,137.313,364,19,0.018,0,12,2,18.546,201.951,7.978,SOLVED,OPTIMAL,34.0000,34.0000,0.0000%,103,1.66,146.41
binkar10_1,0.02,0.708,0.863,0.82,1,0,0.04,2,10,293.6,563,18,0,0,0.022,1,19,0.005,1,16,0.018,10,0.03,0.708,0.863,0.82,0.04,10,10,293.6,563,18,0.002,0,0,0,6696.219,0.881,5.053,LIMIT,TIME_LIM_SOL,"6,746.7600","6,724.2052",0.3354%,56373,0.07,3599.89
blend2,0.006,0.678,0.986,0.687,1,0,0.075,6,74,4.973,8,2,0,0,0.002,2,2,0.001,1,3,0.001,3,0.006,0.678,0.986,0.687,0.075,74,74,4.973,8,2,0.003,0,0,0,7.044,9.548,0.458,SOLVED,OPTIMAL,7.5990,7.5990,0.0000%,208,0.04,3.49
bley_xl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLVED,OPTIMAL_RGAP,190.0000,190.0000,0.0000%,1,14.93,21.13
blp_ar98,0.06,0,0,0,0,0,0,-1,0,0,0,0,-1,0,10.484,5,438,0.34,5,82,8.7,284,10.836,0.481,0.899,0.535,0.125,375,375,109.891,7212,3,3.85,0,6,149,6160.194,3.049,37.814,LIMIT,TIME_LIM_SOL,"6,287.4263","6,170.5948",1.8934%,3352,2.22,3589.58
blp_ic97,0.025,0,0,0,0,0,0,-1,0,0,0,0,-1,0,2.743,3,163,0.126,2,59,2.373,153,2.879,0.443,0.86,0.516,0.132,451,451,32.151,4604,2,2.65,1,32,159,3943.697,5.806,49.153,LIMIT,TIME_LIM_SOL,"4,115.5294","3,963.1256",3.8455%,4571,0.92,3596.98
blp_ir98,0.016,0,0,0,0,0,0,-1,0,0,0,0,-1,0,2.363,4,206,0.075,4,50,2.032,201,2.443,0.374,0.811,0.461,0.155,292,292,29.493,2727,2,2.412,2,43,203,2323.768,1.401,11.107,SOLVED,OPTIMAL_RGAP,"2,342.3155","2,342.0818",0.0100%,3295,1.20,290.80
bmik_250_10_100_3,0.012,0.188,0.488,1,0.386,0.048,0,2,2,1060.5,1225,896,1,0,0.034,3,40,0.011,3,55,0.026,39,0.052,0.034,0.083,0.412,0.177,37,37,45.649,1617,2,0.014,0,9,9,-70122.348,0.263,9.312,SOLVED,OPTIMAL_RGAP,"-69,938.0000","-69,938.9167",0.0013%,11,0.09,36.44
bmik_500_10_100_5,0.011,0.188,0.5,0.975,0.386,0.048,0.005,2,2,1253.5,1261,1246,1,0,0.03,1,37,0,0,0,0.023,33,0.036,0,0,0.975,0.005,1,1,2499,2499,2499,0.008,0,0,0,-68073.714,0.24,19.433,SOLVED,OPTIMAL_RGAP,"-67,910.0000","-67,911.6970",0.0025%,37,0.37,101.66
