Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/blend2_decomp_automatic1_log.txt:FS: 0.001 0.678 0.986 0.687 1.000 0.000 0.075 4 74 4.973 8 2 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 7.044 9.805 0.275
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/bmik_250_10_100_3_decomp_automatic1_log.txt:FS: 0.002 0.042 0.743 0.976 0.057 0.143 0.005 4 4 526.750 666 430 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -70344.618 0.578 5.064
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/bmik_500_10_100_5_decomp_automatic1_log.txt:FS: 0.002 0.036 0.749 0.839 0.057 0.143 0.035 4 4 600.750 676 570 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -68080.857 0.251 8.139
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/bmik_500_5_75_4_decomp_automatic1_log.txt:FS: 0.001 0.065 0.730 0.801 0.112 0.110 0.044 4 4 261.750 360 184 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -51905.625 0.516 1.321
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/bnatt350_decomp_automatic1_log.txt:FS: 0.010 0.011 0.749 0.987 0.015 0.210 0.003 4 5 2728.800 3631 2 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 0.000 1.340781E156 118.515
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/bnatt400_decomp_automatic1_log.txt:FS: 0.011 0.011 0.747 0.987 0.015 0.210 0.003 4 5 3000.600 4488 15 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 0.000 1.340781E156 302.262
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/boa_mpo72_decomp_automatic1_log.txt:FS: 0.005 0.090 0.946 0.096 1.000 0.000 0.470 4 38 638.447 2808 300 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 26.437 0.005 2.445
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/bridge13_06APR28_decomp_automatic1_log.txt:FS: 0.009 0.009 0.749 0.853 0.015 0.211 0.032 4 4 4120.250 4353 3752 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -13.000 15.385 3380.021
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/bsnf_decomp_automatic1_log.txt:FS: 0.800 0.620 0.750 0.941 0.878 0.007 0.012 4 652 1577.850 280228 2 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 103556882.89 4427.907 2630.630
optmilp_20180405_decomp_automatic1_v940m5b_automatic4_stats1_hybrid_auto4_bench/buildingenergy_decomp_automatic1_log.txt:FS: 0.501 0.736 0.750 0.999 0.983 0.001 0.000 4 5 176777.200 230744 2 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 33283.619 132.557 2047.759
