Instance ATime AGood AGoodD AGoodBR AGoodBC ABorderC ABorderR ABlocksTry ABlocks AAveNZs AMaxNZs AMinNZs AisDBDF KMaxTime KTimeRemove KNRemove KNRemoveInner KTimeMerge KNMerge KNMergeInner KTimeComm KNComm KTimeOverall KGood KGoodD KGoodB Kborder KNBlocks KNBlocksNonT KAveNZs KMaxNZs KMinNZs KTimeToBest KIterOuterBest KNMergeInnerBest KNRemoveInnerBest RootBound RootGap TimeRootNode
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/atlanta_ip_decomp_automatic1_log.txt:FS: 0.875 0.510 0.618 0.998 0.826 0.010 0.000 3 3 56353.333 83009 30137 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 82.018 35.348 3493.954
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/atm20_100_decomp_automatic1_log.txt:FS: 0.155 0.857 0.950 0.902 1.000 0.000 0.021 4 20 2063.850 2341 1662 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 2463113.334 0.021 152.386
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/atm_icic_decomp_automatic1_log.txt:FS: 0.879 0.838 0.947 0.884 1.000 0.000 0.025 4 20 11998.550 15504 3708 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 2343761365.8 0.000 205.507
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/atm_miplib2010_decomp_automatic1_log.txt:FS: 0.157 0.856 0.949 0.902 1.000 0.000 0.021 3 20 2073.500 2377 1633 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 2463113.334 0.170 131.076
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/att532MTZ_decomp_automatic1_log.txt:FS: 0.823 0.720 0.857 0.988 0.851 0.008 0.003 7 540 2089.441 161549 2 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 26625.000 62.336 3418.257
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/B2C1S1_decomp_automatic1_log.txt:FS: 0.080 0.312 0.498 0.840 0.745 0.015 0.035 2 4 3277.250 7077 6 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 18798.650 244.637 3569.359
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bab5_decomp_automatic1_log.txt:FS: 0.445 0.500 0.909 0.587 0.938 0.003 0.107 10 44 1093.136 6295 22 1 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 -107031.840 49.724 3180.565
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bank_bad_decomp_automatic1_log.txt:FS: 0.321 0.981 0.996 0.984 1.000 0.000 0.003 3 320 2111.300 3776 482 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 9.000 0.000 31.041
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/bank_good_decomp_automatic1_log.txt:FS: 0.319 0.981 0.996 0.984 1.000 0.000 0.003 7 320 2111.300 3776 482 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 31.000 0.000 30.804
optmilp_20180405_decomp_automatic1_v940m5b_automatic_stats1_hybrid_auto4_bench/batho_improved_decomp_automatic1_log.txt:FS: 1.272 0.636 0.820 0.776 1.000 0.000 0.051 4 19 10939.316 46950 3 0 0 0.000 0 0 0.000 0 0 0.000 0 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0 0 0.000 0 0 0 1478.250 0.000 5.634
